Year,Year ending,Local Government Area,Age Group,OTH Counter
2021,June,Corangamite,18 - 24 years,15
2021,June,Corangamite,25 - 34 years,45
2021,June,Corangamite,35 - 44 years,41
2021,June,Corangamite,45 - 54 years,26
2021,June,Corangamite,55+ years,16
2021,June,Darebin,00 - 17 years,111
2021,June,Darebin,18 - 24 years,206
2021,June,Darebin,25 - 34 years,514
2021,June,Darebin,35 - 44 years,471
2021,June,Darebin,45 - 54 years,335
2021,June,Darebin,55+ years,210
2021,June,East Gippsland,00 - 17 years,166
2021,June,East Gippsland,18 - 24 years,235
2021,June,East Gippsland,25 - 34 years,415
2021,June,East Gippsland,35 - 44 years,362
2021,June,East Gippsland,45 - 54 years,249
2021,June,East Gippsland,55+ years,123
2021,June,Frankston,00 - 17 years,216
2021,June,Frankston,18 - 24 years,361
2021,June,Frankston,25 - 34 years,715
2021,June,Frankston,35 - 44 years,817
2021,June,Frankston,45 - 54 years,403
2021,June,Frankston,55+ years,190
2021,June,Gannawarra,00 - 17 years,5
2021,June,Gannawarra,18 - 24 years,27
2021,June,Gannawarra,25 - 34 years,52
2021,June,Gannawarra,35 - 44 years,47
2021,June,Gannawarra,45 - 54 years,41
2021,June,Gannawarra,55+ years,17
2021,June,Glen Eira,00 - 17 years,84
2021,June,Glen Eira,18 - 24 years,149
2021,June,Glen Eira,25 - 34 years,211
2021,June,Glen Eira,35 - 44 years,325
2021,June,Glen Eira,45 - 54 years,215
2021,June,Glen Eira,55+ years,90
2021,June,Glenelg,00 - 17 years,64
2021,June,Glenelg,18 - 24 years,62
2021,June,Glenelg,25 - 34 years,105
2021,June,Glenelg,35 - 44 years,112
2021,June,Glenelg,45 - 54 years,56
2021,June,Glenelg,55+ years,29
2021,June,Golden Plains,00 - 17 years,21
2021,June,Golden Plains,18 - 24 years,28
2021,June,Golden Plains,25 - 34 years,31
2021,June,Golden Plains,35 - 44 years,56
2021,June,Golden Plains,45 - 54 years,38
2021,June,Golden Plains,55+ years,13
2021,June,Greater Bendigo,00 - 17 years,219
2021,June,Greater Bendigo,18 - 24 years,427
2021,June,Greater Bendigo,25 - 34 years,702
2021,June,Greater Bendigo,35 - 44 years,649
2021,June,Greater Bendigo,45 - 54 years,378
2021,June,Greater Bendigo,55+ years,133
2021,June,Greater Dandenong,00 - 17 years,156
2021,June,Greater Dandenong,18 - 24 years,391
2021,June,Greater Dandenong,25 - 34 years,825
2021,June,Greater Dandenong,35 - 44 years,761
2021,June,Greater Dandenong,45 - 54 years,423
2021,June,Greater Dandenong,55+ years,189
2021,June,Greater Geelong,00 - 17 years,378
2021,June,Greater Geelong,18 - 24 years,797
2021,June,Greater Geelong,25 - 34 years,1135
2021,June,Greater Geelong,35 - 44 years,1053
2021,June,Greater Geelong,45 - 54 years,600
2021,June,Greater Geelong,55+ years,300
2021,June,Greater Shepparton,00 - 17 years,104
2021,June,Greater Shepparton,18 - 24 years,261
2021,June,Greater Shepparton,25 - 34 years,486
2021,June,Greater Shepparton,35 - 44 years,410
2021,June,Greater Shepparton,45 - 54 years,250
2021,June,Greater Shepparton,55+ years,103
2021,June,Hepburn,00 - 17 years,11
2021,June,Hepburn,18 - 24 years,19
2021,June,Hepburn,25 - 34 years,37
2021,June,Hepburn,35 - 44 years,43
2021,June,Hepburn,45 - 54 years,31
2021,June,Hepburn,55+ years,25
2021,June,Hindmarsh,00 - 17 years,7
2021,June,Hindmarsh,18 - 24 years,12
2021,June,Hindmarsh,25 - 34 years,29
2021,June,Hindmarsh,35 - 44 years,35
2021,June,Hindmarsh,45 - 54 years,15
2021,June,Hindmarsh,55+ years,11
2021,June,Hobsons Bay,00 - 17 years,56
2021,June,Hobsons Bay,18 - 24 years,103
2021,June,Hobsons Bay,25 - 34 years,302
2021,June,Hobsons Bay,35 - 44 years,334
2021,June,Hobsons Bay,45 - 54 years,178
2021,June,Hobsons Bay,55+ years,98
2021,June,Horsham,00 - 17 years,35
2021,June,Horsham,18 - 24 years,101
2021,June,Horsham,25 - 34 years,173
2021,June,Horsham,35 - 44 years,118
2021,June,Horsham,45 - 54 years,81
2021,June,Horsham,55+ years,32
2021,June,Hume,00 - 17 years,265
2021,June,Hume,18 - 24 years,506
2021,June,Hume,25 - 34 years,1259
2021,June,Hume,35 - 44 years,1152
2021,June,Hume,45 - 54 years,634
2021,June,Hume,55+ years,324
2021,June,Indigo,00 - 17 years,11
2021,June,Indigo,18 - 24 years,32
2021,June,Indigo,25 - 34 years,31
2021,June,Indigo,35 - 44 years,37
2021,June,Indigo,45 - 54 years,28
2021,June,Indigo,55+ years,16
2021,June,Kingston,00 - 17 years,118
2021,June,Kingston,18 - 24 years,130
2021,June,Kingston,25 - 34 years,443
2021,June,Kingston,35 - 44 years,458
2021,June,Kingston,45 - 54 years,369
2021,June,Kingston,55+ years,158
2021,June,Knox,00 - 17 years,189
2021,June,Knox,18 - 24 years,222
2021,June,Knox,25 - 34 years,531
2021,June,Knox,35 - 44 years,487
2021,June,Knox,45 - 54 years,328
2021,June,Knox,55+ years,173
2021,June,Latrobe,00 - 17 years,229
2021,June,Latrobe,18 - 24 years,445
2021,June,Latrobe,25 - 34 years,723
2021,June,Latrobe,35 - 44 years,627
2021,June,Latrobe,45 - 54 years,323
2021,June,Latrobe,55+ years,153
2021,June,Loddon,00 - 17 years,4
2021,June,Loddon,18 - 24 years,15
2021,June,Loddon,25 - 34 years,26
2021,June,Loddon,35 - 44 years,49
2021,June,Loddon,45 - 54 years,22
2021,June,Loddon,55+ years,21
2021,June,Macedon Ranges,00 - 17 years,36
2021,June,Macedon Ranges,18 - 24 years,54
2021,June,Macedon Ranges,25 - 34 years,100
2021,June,Macedon Ranges,35 - 44 years,97
2021,June,Macedon Ranges,45 - 54 years,101
2021,June,Macedon Ranges,55+ years,52
2021,June,Manningham,00 - 17 years,88
2021,June,Manningham,18 - 24 years,77
2021,June,Manningham,25 - 34 years,174
2021,June,Manningham,35 - 44 years,260
2021,June,Manningham,45 - 54 years,203
2021,June,Manningham,55+ years,94
2021,June,Mansfield,00 - 17 years,10
2021,June,Mansfield,18 - 24 years,11
2021,June,Mansfield,25 - 34 years,13
2021,June,Mansfield,35 - 44 years,40
2021,June,Mansfield,45 - 54 years,29
2021,June,Mansfield,55+ years,17
2021,June,Maribyrnong,00 - 17 years,50
2021,June,Maribyrnong,18 - 24 years,141
2021,June,Maribyrnong,25 - 34 years,300
2021,June,Maribyrnong,35 - 44 years,237
2021,June,Maribyrnong,45 - 54 years,169
2021,June,Maribyrnong,55+ years,64
2021,June,Maroondah,00 - 17 years,113
2021,June,Maroondah,18 - 24 years,180
2021,June,Maroondah,25 - 34 years,337
2021,June,Maroondah,35 - 44 years,375
2021,June,Maroondah,45 - 54 years,274
2021,June,Maroondah,55+ years,110
2021,June,Melbourne,00 - 17 years,63
2021,June,Melbourne,18 - 24 years,356
2021,June,Melbourne,25 - 34 years,776
2021,June,Melbourne,35 - 44 years,512
2021,June,Melbourne,45 - 54 years,281
2021,June,Melbourne,55+ years,121
2021,June,Melton,00 - 17 years,222
2021,June,Melton,18 - 24 years,491
2021,June,Melton,25 - 34 years,901
2021,June,Melton,35 - 44 years,827
2021,June,Melton,45 - 54 years,423
2021,June,Melton,55+ years,190
2021,June,Merri-bek,00 - 17 years,84
2021,June,Merri-bek,18 - 24 years,200
2021,June,Merri-bek,25 - 34 years,460
2021,June,Merri-bek,35 - 44 years,532
2021,June,Merri-bek,45 - 54 years,461
2021,June,Merri-bek,55+ years,182
2021,June,Mildura,00 - 17 years,132
2021,June,Mildura,18 - 24 years,266
2021,June,Mildura,25 - 34 years,471
2021,June,Mildura,35 - 44 years,421
2021,June,Mildura,45 - 54 years,221
2021,June,Mildura,55+ years,108
2021,June,Mitchell,00 - 17 years,102
2021,June,Mitchell,18 - 24 years,158
2021,June,Mitchell,25 - 34 years,311
2021,June,Mitchell,35 - 44 years,369
2021,June,Mitchell,45 - 54 years,204
2021,June,Mitchell,55+ years,73
2021,June,Moira,00 - 17 years,29
2021,June,Moira,18 - 24 years,67
2021,June,Moira,25 - 34 years,127
2021,June,Moira,35 - 44 years,142
2021,June,Moira,45 - 54 years,95
2021,June,Moira,55+ years,28
2021,June,Monash,00 - 17 years,106
2021,June,Monash,18 - 24 years,203
2021,June,Monash,25 - 34 years,389
2021,June,Monash,35 - 44 years,454
2021,June,Monash,45 - 54 years,387
2021,June,Monash,55+ years,229
2021,June,Moonee Valley,00 - 17 years,77
2021,June,Moonee Valley,18 - 24 years,144
2021,June,Moonee Valley,25 - 34 years,303
2021,June,Moonee Valley,35 - 44 years,323
2021,June,Moonee Valley,45 - 54 years,251
2021,June,Moonee Valley,55+ years,122
2021,June,Moorabool,00 - 17 years,35
2021,June,Moorabool,18 - 24 years,54
2021,June,Moorabool,25 - 34 years,130
2021,June,Moorabool,35 - 44 years,155
2021,June,Moorabool,45 - 54 years,85
2021,June,Moorabool,55+ years,48
2021,June,Mornington Peninsula,00 - 17 years,154
2021,June,Mornington Peninsula,18 - 24 years,226
2021,June,Mornington Peninsula,25 - 34 years,495
2021,June,Mornington Peninsula,35 - 44 years,565
2021,June,Mornington Peninsula,45 - 54 years,496
2021,June,Mornington Peninsula,55+ years,199
2021,June,Mount Alexander,00 - 17 years,15
2021,June,Mount Alexander,18 - 24 years,26
2021,June,Mount Alexander,25 - 34 years,37
2021,June,Mount Alexander,35 - 44 years,47
2021,June,Mount Alexander,45 - 54 years,46
2021,June,Mount Alexander,55+ years,27
2021,June,Moyne,00 - 17 years,13
2021,June,Moyne,18 - 24 years,36
2021,June,Moyne,25 - 34 years,54
2021,June,Moyne,35 - 44 years,42
2021,June,Moyne,45 - 54 years,27
2021,June,Moyne,55+ years,18
2021,June,Murrindindi,00 - 17 years,18
2021,June,Murrindindi,18 - 24 years,19
2021,June,Murrindindi,25 - 34 years,28
2021,June,Murrindindi,35 - 44 years,66
2021,June,Murrindindi,45 - 54 years,36
2021,June,Murrindindi,55+ years,38
2021,June,Nillumbik,00 - 17 years,65
2021,June,Nillumbik,18 - 24 years,65
2021,June,Nillumbik,25 - 34 years,93
2021,June,Nillumbik,35 - 44 years,112
2021,June,Nillumbik,45 - 54 years,110
2021,June,Nillumbik,55+ years,55
2021,June,Northern Grampians,00 - 17 years,15
2021,June,Northern Grampians,18 - 24 years,59
2021,June,Northern Grampians,25 - 34 years,81
2021,June,Northern Grampians,35 - 44 years,77
2021,June,Northern Grampians,45 - 54 years,36
2021,June,Northern Grampians,55+ years,26
2021,June,Port Phillip,00 - 17 years,54
2021,June,Port Phillip,18 - 24 years,140
2021,June,Port Phillip,25 - 34 years,400
2021,June,Port Phillip,35 - 44 years,381
2021,June,Port Phillip,45 - 54 years,290
2021,June,Port Phillip,55+ years,112
2021,June,Pyrenees,00 - 17 years,12
2021,June,Pyrenees,18 - 24 years,10
2021,June,Pyrenees,25 - 34 years,34
2021,June,Pyrenees,35 - 44 years,27
2021,June,Pyrenees,45 - 54 years,19
2021,June,Pyrenees,55+ years,9
2021,June,Queenscliffe,18 - 24 years,2
2021,June,Queenscliffe,25 - 34 years,4
2021,June,Queenscliffe,45 - 54 years,5
2021,June,Queenscliffe,55+ years,4
2021,June,South Gippsland,00 - 17 years,56
2021,June,South Gippsland,18 - 24 years,65
2021,June,South Gippsland,25 - 34 years,131
2021,June,South Gippsland,35 - 44 years,120
2021,June,South Gippsland,45 - 54 years,117
2021,June,South Gippsland,55+ years,42
2021,June,Southern Grampians,00 - 17 years,17
2021,June,Southern Grampians,18 - 24 years,60
2021,June,Southern Grampians,25 - 34 years,66
2021,June,Southern Grampians,35 - 44 years,79
2021,June,Southern Grampians,45 - 54 years,54
2021,June,Southern Grampians,55+ years,30
2021,June,Stonnington,00 - 17 years,39
2021,June,Stonnington,18 - 24 years,131
2021,June,Stonnington,25 - 34 years,269
2021,June,Stonnington,35 - 44 years,276
2021,June,Stonnington,45 - 54 years,186
2021,June,Stonnington,55+ years,88
2021,June,Strathbogie,00 - 17 years,6
2021,June,Strathbogie,18 - 24 years,17
2021,June,Strathbogie,25 - 34 years,31
2021,June,Strathbogie,35 - 44 years,59
2021,June,Strathbogie,45 - 54 years,30
2021,June,Strathbogie,55+ years,39
2021,June,Surf Coast,00 - 17 years,24
2021,June,Surf Coast,18 - 24 years,24
2021,June,Surf Coast,25 - 34 years,64
2021,June,Surf Coast,35 - 44 years,65
2021,June,Surf Coast,45 - 54 years,65
2021,June,Surf Coast,55+ years,43
2021,June,Swan Hill,00 - 17 years,53
2021,June,Swan Hill,18 - 24 years,84
2021,June,Swan Hill,25 - 34 years,188
2021,June,Swan Hill,35 - 44 years,183
2021,June,Swan Hill,45 - 54 years,105
2021,June,Swan Hill,55+ years,59
2021,June,Towong,18 - 24 years,9
2021,June,Towong,25 - 34 years,18
2021,June,Towong,35 - 44 years,13
2021,June,Towong,45 - 54 years,17
2021,June,Towong,55+ years,9
2021,June,Wangaratta,00 - 17 years,65
2021,June,Wangaratta,18 - 24 years,90
2021,June,Wangaratta,25 - 34 years,148
2021,June,Wangaratta,35 - 44 years,180
2021,June,Wangaratta,45 - 54 years,96
2021,June,Wangaratta,55+ years,49
2021,June,Warrnambool,00 - 17 years,92
2021,June,Warrnambool,18 - 24 years,100
2021,June,Warrnambool,25 - 34 years,155
2021,June,Warrnambool,35 - 44 years,133
2021,June,Warrnambool,45 - 54 years,131
2021,June,Warrnambool,55+ years,26
2021,June,Wellington,00 - 17 years,118
2021,June,Wellington,18 - 24 years,243
2021,June,Wellington,25 - 34 years,285
2021,June,Wellington,35 - 44 years,353
2021,June,Wellington,45 - 54 years,226
2021,June,Wellington,55+ years,109
2021,June,West Wimmera,00 - 17 years,2
2021,June,West Wimmera,18 - 24 years,2
2021,June,West Wimmera,25 - 34 years,4
2021,June,West Wimmera,35 - 44 years,15
2021,June,West Wimmera,45 - 54 years,13
2021,June,West Wimmera,55+ years,6
2021,June,Whitehorse,00 - 17 years,83
2021,June,Whitehorse,18 - 24 years,190
2021,June,Whitehorse,25 - 34 years,344
2021,June,Whitehorse,35 - 44 years,334
2021,June,Whitehorse,45 - 54 years,324
2021,June,Whitehorse,55+ years,157
2021,June,Whittlesea,00 - 17 years,203
2021,June,Whittlesea,18 - 24 years,433
2021,June,Whittlesea,25 - 34 years,928
2021,June,Whittlesea,35 - 44 years,920
2021,June,Whittlesea,45 - 54 years,546
2021,June,Whittlesea,55+ years,238
2021,June,Wodonga,00 - 17 years,64
2021,June,Wodonga,18 - 24 years,135
2021,June,Wodonga,25 - 34 years,244
2021,June,Wodonga,35 - 44 years,192
2021,June,Wodonga,45 - 54 years,90
2021,June,Wodonga,55+ years,35
2021,June,Wyndham,00 - 17 years,209
2021,June,Wyndham,18 - 24 years,591
2021,June,Wyndham,25 - 34 years,1301
2021,June,Wyndham,35 - 44 years,1057
2021,June,Wyndham,45 - 54 years,555
2021,June,Wyndham,55+ years,208
2021,June,Yarra,00 - 17 years,53
2021,June,Yarra,18 - 24 years,127
2021,June,Yarra,25 - 34 years,356
2021,June,Yarra,35 - 44 years,279
2021,June,Yarra,45 - 54 years,225
2021,June,Yarra,55+ years,104
2021,June,Yarra Ranges,00 - 17 years,175
2021,June,Yarra Ranges,18 - 24 years,187
2021,June,Yarra Ranges,25 - 34 years,381
2021,June,Yarra Ranges,35 - 44 years,504
2021,June,Yarra Ranges,45 - 54 years,298
2021,June,Yarra Ranges,55+ years,166
2021,June,Yarriambiack,00 - 17 years,6
2021,June,Yarriambiack,18 - 24 years,15
2021,June,Yarriambiack,25 - 34 years,22
2021,June,Yarriambiack,35 - 44 years,33
2021,June,Yarriambiack,45 - 54 years,16
2021,June,Yarriambiack,55+ years,12
