Year,Year ending,Local Government Area,Age Group,OTH Counter
2024,June,Hindmarsh,35 - 44 years,28
2024,June,Hindmarsh,45 - 54 years,19
2024,June,Hindmarsh,55+ years,12
2024,June,Hobsons Bay,00 - 17 years,48
2024,June,Hobsons Bay,18 - 24 years,74
2024,June,Hobsons Bay,25 - 34 years,266
2024,June,Hobsons Bay,35 - 44 years,294
2024,June,Hobsons Bay,45 - 54 years,238
2024,June,Hobsons Bay,55+ years,97
2024,June,Horsham,00 - 17 years,57
2024,June,Horsham,18 - 24 years,143
2024,June,Horsham,25 - 34 years,180
2024,June,Horsham,35 - 44 years,154
2024,June,Horsham,45 - 54 years,107
2024,June,Horsham,55+ years,53
2024,June,Hume,00 - 17 years,165
2024,June,Hume,18 - 24 years,455
2024,June,Hume,25 - 34 years,1081
2024,June,Hume,35 - 44 years,1002
2024,June,Hume,45 - 54 years,573
2024,June,Hume,55+ years,299
2024,June,Indigo,00 - 17 years,17
2024,June,Indigo,18 - 24 years,13
2024,June,Indigo,25 - 34 years,35
2024,June,Indigo,35 - 44 years,52
2024,June,Indigo,45 - 54 years,38
2024,June,Indigo,55+ years,16
2024,June,Kingston,00 - 17 years,141
2024,June,Kingston,18 - 24 years,138
2024,June,Kingston,25 - 34 years,385
2024,June,Kingston,35 - 44 years,546
2024,June,Kingston,45 - 54 years,376
2024,June,Kingston,55+ years,205
2024,June,Knox,00 - 17 years,170
2024,June,Knox,18 - 24 years,207
2024,June,Knox,25 - 34 years,471
2024,June,Knox,35 - 44 years,531
2024,June,Knox,45 - 54 years,402
2024,June,Knox,55+ years,210
2024,June,Latrobe,00 - 17 years,295
2024,June,Latrobe,18 - 24 years,470
2024,June,Latrobe,25 - 34 years,856
2024,June,Latrobe,35 - 44 years,767
2024,June,Latrobe,45 - 54 years,461
2024,June,Latrobe,55+ years,165
2024,June,Loddon,00 - 17 years,8
2024,June,Loddon,18 - 24 years,5
2024,June,Loddon,25 - 34 years,24
2024,June,Loddon,35 - 44 years,23
2024,June,Loddon,45 - 54 years,29
2024,June,Loddon,55+ years,22
2024,June,Macedon Ranges,00 - 17 years,59
2024,June,Macedon Ranges,18 - 24 years,47
2024,June,Macedon Ranges,25 - 34 years,106
2024,June,Macedon Ranges,35 - 44 years,138
2024,June,Macedon Ranges,45 - 54 years,112
2024,June,Macedon Ranges,55+ years,59
2024,June,Manningham,00 - 17 years,58
2024,June,Manningham,18 - 24 years,81
2024,June,Manningham,25 - 34 years,134
2024,June,Manningham,35 - 44 years,330
2024,June,Manningham,45 - 54 years,265
2024,June,Manningham,55+ years,129
2024,June,Mansfield,00 - 17 years,11
2024,June,Mansfield,18 - 24 years,14
2024,June,Mansfield,25 - 34 years,35
2024,June,Mansfield,35 - 44 years,36
2024,June,Mansfield,45 - 54 years,27
2024,June,Mansfield,55+ years,11
2024,June,Maribyrnong,00 - 17 years,35
2024,June,Maribyrnong,18 - 24 years,120
2024,June,Maribyrnong,25 - 34 years,337
2024,June,Maribyrnong,35 - 44 years,360
2024,June,Maribyrnong,45 - 54 years,163
2024,June,Maribyrnong,55+ years,89
2024,June,Maroondah,00 - 17 years,148
2024,June,Maroondah,18 - 24 years,166
2024,June,Maroondah,25 - 34 years,319
2024,June,Maroondah,35 - 44 years,349
2024,June,Maroondah,45 - 54 years,276
2024,June,Maroondah,55+ years,128
2024,June,Melbourne,00 - 17 years,72
2024,June,Melbourne,18 - 24 years,352
2024,June,Melbourne,25 - 34 years,683
2024,June,Melbourne,35 - 44 years,575
2024,June,Melbourne,45 - 54 years,288
2024,June,Melbourne,55+ years,131
2024,June,Melton,00 - 17 years,219
2024,June,Melton,18 - 24 years,383
2024,June,Melton,25 - 34 years,1002
2024,June,Melton,35 - 44 years,952
2024,June,Melton,45 - 54 years,462
2024,June,Melton,55+ years,181
2024,June,Merri-bek,00 - 17 years,91
2024,June,Merri-bek,18 - 24 years,166
2024,June,Merri-bek,25 - 34 years,469
2024,June,Merri-bek,35 - 44 years,470
2024,June,Merri-bek,45 - 54 years,399
2024,June,Merri-bek,55+ years,170
2024,June,Mildura,00 - 17 years,163
2024,June,Mildura,18 - 24 years,324
2024,June,Mildura,25 - 34 years,574
2024,June,Mildura,35 - 44 years,574
2024,June,Mildura,45 - 54 years,304
2024,June,Mildura,55+ years,133
2024,June,Mitchell,00 - 17 years,117
2024,June,Mitchell,18 - 24 years,169
2024,June,Mitchell,25 - 34 years,321
2024,June,Mitchell,35 - 44 years,359
2024,June,Mitchell,45 - 54 years,213
2024,June,Mitchell,55+ years,131
2024,June,Moira,00 - 17 years,46
2024,June,Moira,18 - 24 years,62
2024,June,Moira,25 - 34 years,170
2024,June,Moira,35 - 44 years,190
2024,June,Moira,45 - 54 years,123
2024,June,Moira,55+ years,47
2024,June,Monash,00 - 17 years,126
2024,June,Monash,18 - 24 years,187
2024,June,Monash,25 - 34 years,462
2024,June,Monash,35 - 44 years,502
2024,June,Monash,45 - 54 years,389
2024,June,Monash,55+ years,223
2024,June,Moonee Valley,00 - 17 years,50
2024,June,Moonee Valley,18 - 24 years,125
2024,June,Moonee Valley,25 - 34 years,377
2024,June,Moonee Valley,35 - 44 years,379
2024,June,Moonee Valley,45 - 54 years,263
2024,June,Moonee Valley,55+ years,133
2024,June,Moorabool,00 - 17 years,69
2024,June,Moorabool,18 - 24 years,62
2024,June,Moorabool,25 - 34 years,157
2024,June,Moorabool,35 - 44 years,195
2024,June,Moorabool,45 - 54 years,90
2024,June,Moorabool,55+ years,45
2024,June,Mornington Peninsula,00 - 17 years,228
2024,June,Mornington Peninsula,18 - 24 years,231
2024,June,Mornington Peninsula,25 - 34 years,449
2024,June,Mornington Peninsula,35 - 44 years,592
2024,June,Mornington Peninsula,45 - 54 years,504
2024,June,Mornington Peninsula,55+ years,255
2024,June,Mount Alexander,00 - 17 years,20
2024,June,Mount Alexander,18 - 24 years,38
2024,June,Mount Alexander,25 - 34 years,45
2024,June,Mount Alexander,35 - 44 years,49
2024,June,Mount Alexander,45 - 54 years,38
2024,June,Mount Alexander,55+ years,31
2024,June,Moyne,00 - 17 years,5
2024,June,Moyne,18 - 24 years,31
2024,June,Moyne,25 - 34 years,54
2024,June,Moyne,35 - 44 years,54
2024,June,Moyne,45 - 54 years,29
2024,June,Moyne,55+ years,20
2024,June,Murrindindi,00 - 17 years,19
2024,June,Murrindindi,18 - 24 years,19
2024,June,Murrindindi,25 - 34 years,41
2024,June,Murrindindi,35 - 44 years,45
2024,June,Murrindindi,45 - 54 years,29
2024,June,Murrindindi,55+ years,29
2024,June,Nillumbik,00 - 17 years,47
2024,June,Nillumbik,18 - 24 years,54
2024,June,Nillumbik,25 - 34 years,69
2024,June,Nillumbik,35 - 44 years,96
2024,June,Nillumbik,45 - 54 years,118
2024,June,Nillumbik,55+ years,50
2024,June,Northern Grampians,00 - 17 years,35
2024,June,Northern Grampians,18 - 24 years,57
2024,June,Northern Grampians,25 - 34 years,94
2024,June,Northern Grampians,35 - 44 years,67
2024,June,Northern Grampians,45 - 54 years,53
2024,June,Northern Grampians,55+ years,57
2024,June,Port Phillip,00 - 17 years,42
2024,June,Port Phillip,18 - 24 years,123
2024,June,Port Phillip,25 - 34 years,362
2024,June,Port Phillip,35 - 44 years,390
2024,June,Port Phillip,45 - 54 years,289
2024,June,Port Phillip,55+ years,125
2024,June,Pyrenees,00 - 17 years,6
2024,June,Pyrenees,18 - 24 years,11
2024,June,Pyrenees,25 - 34 years,15
2024,June,Pyrenees,35 - 44 years,31
2024,June,Pyrenees,45 - 54 years,26
2024,June,Pyrenees,55+ years,30
2024,June,Queenscliffe,25 - 34 years,5
2024,June,Queenscliffe,35 - 44 years,2
2024,June,Queenscliffe,45 - 54 years,5
2024,June,Queenscliffe,55+ years,4
2024,June,South Gippsland,00 - 17 years,78
2024,June,South Gippsland,18 - 24 years,69
2024,June,South Gippsland,25 - 34 years,113
2024,June,South Gippsland,35 - 44 years,149
2024,June,South Gippsland,45 - 54 years,105
2024,June,South Gippsland,55+ years,54
2024,June,Southern Grampians,00 - 17 years,21
2024,June,Southern Grampians,18 - 24 years,79
2024,June,Southern Grampians,25 - 34 years,90
2024,June,Southern Grampians,35 - 44 years,95
2024,June,Southern Grampians,45 - 54 years,46
2024,June,Southern Grampians,55+ years,30
2024,June,Stonnington,00 - 17 years,38
2024,June,Stonnington,18 - 24 years,113
2024,June,Stonnington,25 - 34 years,246
2024,June,Stonnington,35 - 44 years,254
2024,June,Stonnington,45 - 54 years,169
2024,June,Stonnington,55+ years,101
2024,June,Strathbogie,00 - 17 years,5
2024,June,Strathbogie,18 - 24 years,6
2024,June,Strathbogie,25 - 34 years,38
2024,June,Strathbogie,35 - 44 years,39
2024,June,Strathbogie,45 - 54 years,45
2024,June,Strathbogie,55+ years,15
2024,June,Surf Coast,00 - 17 years,30
2024,June,Surf Coast,18 - 24 years,24
2024,June,Surf Coast,25 - 34 years,45
2024,June,Surf Coast,35 - 44 years,77
2024,June,Surf Coast,45 - 54 years,64
2024,June,Surf Coast,55+ years,22
2024,June,Swan Hill,00 - 17 years,49
2024,June,Swan Hill,18 - 24 years,117
2024,June,Swan Hill,25 - 34 years,190
2024,June,Swan Hill,35 - 44 years,170
2024,June,Swan Hill,45 - 54 years,113
2024,June,Swan Hill,55+ years,57
2024,June,Towong,00 - 17 years,4
2024,June,Towong,18 - 24 years,7
2024,June,Towong,25 - 34 years,24
2024,June,Towong,35 - 44 years,14
2024,June,Towong,45 - 54 years,17
2024,June,Towong,55+ years,10
2024,June,Wangaratta,00 - 17 years,47
2024,June,Wangaratta,18 - 24 years,97
2024,June,Wangaratta,25 - 34 years,170
2024,June,Wangaratta,35 - 44 years,150
2024,June,Wangaratta,45 - 54 years,111
2024,June,Wangaratta,55+ years,68
2024,June,Warrnambool,00 - 17 years,77
2024,June,Warrnambool,18 - 24 years,128
2024,June,Warrnambool,25 - 34 years,182
2024,June,Warrnambool,35 - 44 years,174
2024,June,Warrnambool,45 - 54 years,135
2024,June,Warrnambool,55+ years,63
2024,June,Wellington,00 - 17 years,113
2024,June,Wellington,18 - 24 years,155
2024,June,Wellington,25 - 34 years,334
2024,June,Wellington,35 - 44 years,313
2024,June,Wellington,45 - 54 years,263
2024,June,Wellington,55+ years,146
2024,June,West Wimmera,00 - 17 years,4
2024,June,West Wimmera,18 - 24 years,2
2024,June,West Wimmera,25 - 34 years,22
2024,June,West Wimmera,35 - 44 years,14
2024,June,West Wimmera,45 - 54 years,19
2024,June,West Wimmera,55+ years,2
2024,June,Whitehorse,00 - 17 years,106
2024,June,Whitehorse,18 - 24 years,147
2024,June,Whitehorse,25 - 34 years,319
2024,June,Whitehorse,35 - 44 years,427
2024,June,Whitehorse,45 - 54 years,336
2024,June,Whitehorse,55+ years,167
2024,June,Whittlesea,00 - 17 years,191
2024,June,Whittlesea,18 - 24 years,311
2024,June,Whittlesea,25 - 34 years,769
2024,June,Whittlesea,35 - 44 years,878
2024,June,Whittlesea,45 - 54 years,479
2024,June,Whittlesea,55+ years,251
2024,June,Wodonga,00 - 17 years,126
2024,June,Wodonga,18 - 24 years,158
2024,June,Wodonga,25 - 34 years,258
2024,June,Wodonga,35 - 44 years,279
2024,June,Wodonga,45 - 54 years,160
2024,June,Wodonga,55+ years,55
2024,June,Wyndham,00 - 17 years,257
2024,June,Wyndham,18 - 24 years,539
2024,June,Wyndham,25 - 34 years,1329
2024,June,Wyndham,35 - 44 years,1412
2024,June,Wyndham,45 - 54 years,582
2024,June,Wyndham,55+ years,232
2024,June,Yarra,00 - 17 years,48
2024,June,Yarra,18 - 24 years,97
2024,June,Yarra,25 - 34 years,294
2024,June,Yarra,35 - 44 years,312
2024,June,Yarra,45 - 54 years,173
2024,June,Yarra,55+ years,102
2024,June,Yarra Ranges,00 - 17 years,236
2024,June,Yarra Ranges,18 - 24 years,219
2024,June,Yarra Ranges,25 - 34 years,393
2024,June,Yarra Ranges,35 - 44 years,545
2024,June,Yarra Ranges,45 - 54 years,399
2024,June,Yarra Ranges,55+ years,204
2024,June,Yarriambiack,00 - 17 years,14
2024,June,Yarriambiack,18 - 24 years,14
2024,June,Yarriambiack,25 - 34 years,27
2024,June,Yarriambiack,35 - 44 years,28
2024,June,Yarriambiack,45 - 54 years,26
2024,June,Yarriambiack,55+ years,13
2023,June,Alpine,00 - 17 years,9
2023,June,Alpine,18 - 24 years,7
2023,June,Alpine,25 - 34 years,53
2023,June,Alpine,35 - 44 years,33
2023,June,Alpine,45 - 54 years,26
2023,June,Alpine,55+ years,19
2023,June,Ararat,00 - 17 years,29
2023,June,Ararat,18 - 24 years,41
2023,June,Ararat,25 - 34 years,67
2023,June,Ararat,35 - 44 years,54
2023,June,Ararat,45 - 54 years,67
2023,June,Ararat,55+ years,26
2023,June,Ballarat,00 - 17 years,198
2023,June,Ballarat,18 - 24 years,301
2023,June,Ballarat,25 - 34 years,656
2023,June,Ballarat,35 - 44 years,527
2023,June,Ballarat,45 - 54 years,381
2023,June,Ballarat,55+ years,159
2023,June,Banyule,00 - 17 years,78
2023,June,Banyule,18 - 24 years,130
2023,June,Banyule,25 - 34 years,256
2023,June,Banyule,35 - 44 years,318
2023,June,Banyule,45 - 54 years,242
2023,June,Banyule,55+ years,129
2023,June,Bass Coast,00 - 17 years,71
2023,June,Bass Coast,18 - 24 years,87
2023,June,Bass Coast,25 - 34 years,162
2023,June,Bass Coast,35 - 44 years,188
2023,June,Bass Coast,45 - 54 years,162
2023,June,Bass Coast,55+ years,103
2023,June,Baw Baw,00 - 17 years,102
2023,June,Baw Baw,18 - 24 years,87
2023,June,Baw Baw,25 - 34 years,248
2023,June,Baw Baw,35 - 44 years,290
2023,June,Baw Baw,45 - 54 years,124
2023,June,Baw Baw,55+ years,100
2023,June,Bayside,00 - 17 years,83
2023,June,Bayside,18 - 24 years,82
2023,June,Bayside,25 - 34 years,133
2023,June,Bayside,35 - 44 years,174
2023,June,Bayside,45 - 54 years,186
2023,June,Bayside,55+ years,131
2023,June,Benalla,00 - 17 years,62
2023,June,Benalla,18 - 24 years,66
2023,June,Benalla,25 - 34 years,109
2023,June,Benalla,35 - 44 years,84
2023,June,Benalla,45 - 54 years,62
2023,June,Benalla,55+ years,39
2023,June,Boroondara,00 - 17 years,151
2023,June,Boroondara,18 - 24 years,83
2023,June,Boroondara,25 - 34 years,180
2023,June,Boroondara,35 - 44 years,253
2023,June,Boroondara,45 - 54 years,222
2023,June,Boroondara,55+ years,134
2023,June,Brimbank,00 - 17 years,116
2023,June,Brimbank,18 - 24 years,326
2023,June,Brimbank,25 - 34 years,805
2023,June,Brimbank,35 - 44 years,704
2023,June,Brimbank,45 - 54 years,539
2023,June,Brimbank,55+ years,316
2023,June,Buloke,00 - 17 years,7
2023,June,Buloke,18 - 24 years,2
2023,June,Buloke,25 - 34 years,19
2023,June,Buloke,35 - 44 years,13
2023,June,Buloke,45 - 54 years,7
2023,June,Buloke,55+ years,5
2023,June,Campaspe,00 - 17 years,54
2023,June,Campaspe,18 - 24 years,108
2023,June,Campaspe,25 - 34 years,222
2023,June,Campaspe,35 - 44 years,210
2023,June,Campaspe,45 - 54 years,109
2023,June,Campaspe,55+ years,59
2023,June,Cardinia,00 - 17 years,148
2023,June,Cardinia,18 - 24 years,189
2023,June,Cardinia,25 - 34 years,415
2023,June,Cardinia,35 - 44 years,428
2023,June,Cardinia,45 - 54 years,232
2023,June,Cardinia,55+ years,111
2023,June,Casey,00 - 17 years,428
2023,June,Casey,18 - 24 years,683
2023,June,Casey,25 - 34 years,1546
2023,June,Casey,35 - 44 years,1509
2023,June,Casey,45 - 54 years,795
2023,June,Casey,55+ years,402
2023,June,Central Goldfields,00 - 17 years,21
2023,June,Central Goldfields,18 - 24 years,47
2023,June,Central Goldfields,25 - 34 years,105
2023,June,Central Goldfields,35 - 44 years,114
2023,June,Central Goldfields,45 - 54 years,65
2023,June,Central Goldfields,55+ years,22
2023,June,Colac-Otway,00 - 17 years,32
2023,June,Colac-Otway,18 - 24 years,55
2023,June,Colac-Otway,25 - 34 years,103
2023,June,Colac-Otway,35 - 44 years,121
2023,June,Colac-Otway,45 - 54 years,63
2023,June,Colac-Otway,55+ years,38
2023,June,Corangamite,00 - 17 years,7
2023,June,Corangamite,18 - 24 years,19
2023,June,Corangamite,25 - 34 years,47
2023,June,Corangamite,35 - 44 years,48
2023,June,Corangamite,45 - 54 years,34
2023,June,Corangamite,55+ years,20
2023,June,Darebin,00 - 17 years,88
2023,June,Darebin,18 - 24 years,220
2023,June,Darebin,25 - 34 years,448
2023,June,Darebin,35 - 44 years,474
2023,June,Darebin,45 - 54 years,303
2023,June,Darebin,55+ years,162
2023,June,East Gippsland,00 - 17 years,86
2023,June,East Gippsland,18 - 24 years,239
2023,June,East Gippsland,25 - 34 years,345
2023,June,East Gippsland,35 - 44 years,372
2023,June,East Gippsland,45 - 54 years,343
2023,June,East Gippsland,55+ years,193
2023,June,Frankston,00 - 17 years,235
2023,June,Frankston,18 - 24 years,285
2023,June,Frankston,25 - 34 years,728
2023,June,Frankston,35 - 44 years,662
2023,June,Frankston,45 - 54 years,461
2023,June,Frankston,55+ years,236
2023,June,Gannawarra,00 - 17 years,15
2023,June,Gannawarra,18 - 24 years,26
2023,June,Gannawarra,25 - 34 years,54
2023,June,Gannawarra,35 - 44 years,25
2023,June,Gannawarra,45 - 54 years,45
2023,June,Gannawarra,55+ years,23
2023,June,Glen Eira,00 - 17 years,99
2023,June,Glen Eira,18 - 24 years,107
2023,June,Glen Eira,25 - 34 years,190
2023,June,Glen Eira,35 - 44 years,297
2023,June,Glen Eira,45 - 54 years,270
2023,June,Glen Eira,55+ years,144
2023,June,Glenelg,00 - 17 years,44
2023,June,Glenelg,18 - 24 years,62
2023,June,Glenelg,25 - 34 years,115
2023,June,Glenelg,35 - 44 years,120
2023,June,Glenelg,45 - 54 years,58
2023,June,Glenelg,55+ years,24
2023,June,Golden Plains,00 - 17 years,28
2023,June,Golden Plains,18 - 24 years,19
2023,June,Golden Plains,25 - 34 years,32
2023,June,Golden Plains,35 - 44 years,73
2023,June,Golden Plains,45 - 54 years,53
2023,June,Golden Plains,55+ years,30
2023,June,Greater Bendigo,00 - 17 years,213
2023,June,Greater Bendigo,18 - 24 years,422
2023,June,Greater Bendigo,25 - 34 years,617
2023,June,Greater Bendigo,35 - 44 years,640
2023,June,Greater Bendigo,45 - 54 years,400
2023,June,Greater Bendigo,55+ years,168
2023,June,Greater Dandenong,00 - 17 years,102
2023,June,Greater Dandenong,18 - 24 years,302
2023,June,Greater Dandenong,25 - 34 years,775
2023,June,Greater Dandenong,35 - 44 years,806
2023,June,Greater Dandenong,45 - 54 years,409
2023,June,Greater Dandenong,55+ years,237
2023,June,Greater Geelong,00 - 17 years,560
2023,June,Greater Geelong,18 - 24 years,771
2023,June,Greater Geelong,25 - 34 years,1209
2023,June,Greater Geelong,35 - 44 years,1168
2023,June,Greater Geelong,45 - 54 years,693
2023,June,Greater Geelong,55+ years,395
2023,June,Greater Shepparton,00 - 17 years,127
2023,June,Greater Shepparton,18 - 24 years,200
2023,June,Greater Shepparton,25 - 34 years,507
2023,June,Greater Shepparton,35 - 44 years,496
2023,June,Greater Shepparton,45 - 54 years,297
2023,June,Greater Shepparton,55+ years,107
2023,June,Hepburn,00 - 17 years,16
2023,June,Hepburn,18 - 24 years,19
2023,June,Hepburn,25 - 34 years,26
2023,June,Hepburn,35 - 44 years,49
2023,June,Hepburn,45 - 54 years,34
2023,June,Hepburn,55+ years,28
2023,June,Hindmarsh,00 - 17 years,5
2023,June,Hindmarsh,18 - 24 years,13
2023,June,Hindmarsh,25 - 34 years,19
2023,June,Hindmarsh,35 - 44 years,26
2023,June,Hindmarsh,45 - 54 years,17
2023,June,Hindmarsh,55+ years,8
2023,June,Hobsons Bay,00 - 17 years,66
2023,June,Hobsons Bay,18 - 24 years,90
2023,June,Hobsons Bay,25 - 34 years,219
2023,June,Hobsons Bay,35 - 44 years,301
2023,June,Hobsons Bay,45 - 54 years,191
2023,June,Hobsons Bay,55+ years,104
2023,June,Horsham,00 - 17 years,60
2023,June,Horsham,18 - 24 years,106
2023,June,Horsham,25 - 34 years,140
2023,June,Horsham,35 - 44 years,137
2023,June,Horsham,45 - 54 years,108
2023,June,Horsham,55+ years,41
2023,June,Hume,00 - 17 years,173
2023,June,Hume,18 - 24 years,397
2023,June,Hume,25 - 34 years,1046
2023,June,Hume,35 - 44 years,1071
2023,June,Hume,45 - 54 years,626
2023,June,Hume,55+ years,282
2023,June,Indigo,00 - 17 years,10
2023,June,Indigo,18 - 24 years,9
2023,June,Indigo,25 - 34 years,56
2023,June,Indigo,35 - 44 years,51
2023,June,Indigo,45 - 54 years,37
2023,June,Indigo,55+ years,34
2023,June,Kingston,00 - 17 years,144
2023,June,Kingston,18 - 24 years,150
2023,June,Kingston,25 - 34 years,419
2023,June,Kingston,35 - 44 years,492
2023,June,Kingston,45 - 54 years,415
2023,June,Kingston,55+ years,194
2023,June,Knox,00 - 17 years,184
2023,June,Knox,18 - 24 years,215
2023,June,Knox,25 - 34 years,458
2023,June,Knox,35 - 44 years,516
2023,June,Knox,45 - 54 years,367
2023,June,Knox,55+ years,207
2023,June,Latrobe,00 - 17 years,253
2023,June,Latrobe,18 - 24 years,448
2023,June,Latrobe,25 - 34 years,716
2023,June,Latrobe,35 - 44 years,676
2023,June,Latrobe,45 - 54 years,296
2023,June,Latrobe,55+ years,157
2023,June,Loddon,00 - 17 years,7
2023,June,Loddon,18 - 24 years,11
2023,June,Loddon,25 - 34 years,28
2023,June,Loddon,35 - 44 years,31
2023,June,Loddon,45 - 54 years,22
2023,June,Loddon,55+ years,20
2023,June,Macedon Ranges,00 - 17 years,50
2023,June,Macedon Ranges,18 - 24 years,49
2023,June,Macedon Ranges,25 - 34 years,100
2023,June,Macedon Ranges,35 - 44 years,117
2023,June,Macedon Ranges,45 - 54 years,104
2023,June,Macedon Ranges,55+ years,43
2023,June,Manningham,00 - 17 years,67
2023,June,Manningham,18 - 24 years,87
2023,June,Manningham,25 - 34 years,183
2023,June,Manningham,35 - 44 years,273
2023,June,Manningham,45 - 54 years,214
2023,June,Manningham,55+ years,157
2023,June,Mansfield,00 - 17 years,5
2023,June,Mansfield,18 - 24 years,11
2023,June,Mansfield,25 - 34 years,20
2023,June,Mansfield,35 - 44 years,17
2023,June,Mansfield,45 - 54 years,24
2023,June,Mansfield,55+ years,7
2023,June,Maribyrnong,00 - 17 years,68
2023,June,Maribyrnong,18 - 24 years,132
2023,June,Maribyrnong,25 - 34 years,363
2023,June,Maribyrnong,35 - 44 years,346
2023,June,Maribyrnong,45 - 54 years,206
2023,June,Maribyrnong,55+ years,80
2023,June,Maroondah,00 - 17 years,178
2023,June,Maroondah,18 - 24 years,111
2023,June,Maroondah,25 - 34 years,328
2023,June,Maroondah,35 - 44 years,349
2023,June,Maroondah,45 - 54 years,257
2023,June,Maroondah,55+ years,108
2023,June,Melbourne,00 - 17 years,64
2023,June,Melbourne,18 - 24 years,365
2023,June,Melbourne,25 - 34 years,687
2023,June,Melbourne,35 - 44 years,536
2023,June,Melbourne,45 - 54 years,306
2023,June,Melbourne,55+ years,131
2023,June,Melton,00 - 17 years,187
2023,June,Melton,18 - 24 years,376
2023,June,Melton,25 - 34 years,830
2023,June,Melton,35 - 44 years,778
2023,June,Melton,45 - 54 years,428
2023,June,Melton,55+ years,167
2023,June,Merri-bek,00 - 17 years,110
2023,June,Merri-bek,18 - 24 years,195
2023,June,Merri-bek,25 - 34 years,520
2023,June,Merri-bek,35 - 44 years,525
2023,June,Merri-bek,45 - 54 years,388
2023,June,Merri-bek,55+ years,221
2023,June,Mildura,00 - 17 years,193
2023,June,Mildura,18 - 24 years,268
2023,June,Mildura,25 - 34 years,578
2023,June,Mildura,35 - 44 years,523
2023,June,Mildura,45 - 54 years,231
2023,June,Mildura,55+ years,130
2023,June,Mitchell,00 - 17 years,128
2023,June,Mitchell,18 - 24 years,138
2023,June,Mitchell,25 - 34 years,275
2023,June,Mitchell,35 - 44 years,308
2023,June,Mitchell,45 - 54 years,173
2023,June,Mitchell,55+ years,62
2023,June,Moira,00 - 17 years,38
2023,June,Moira,18 - 24 years,105
2023,June,Moira,25 - 34 years,171
2023,June,Moira,35 - 44 years,131
2023,June,Moira,45 - 54 years,113
2023,June,Moira,55+ years,60
2023,June,Monash,00 - 17 years,119
2023,June,Monash,18 - 24 years,156
2023,June,Monash,25 - 34 years,447
2023,June,Monash,35 - 44 years,483
2023,June,Monash,45 - 54 years,348
2023,June,Monash,55+ years,258
2023,June,Moonee Valley,00 - 17 years,48
2023,June,Moonee Valley,18 - 24 years,116
2023,June,Moonee Valley,25 - 34 years,331
2023,June,Moonee Valley,35 - 44 years,327
2023,June,Moonee Valley,45 - 54 years,262
2023,June,Moonee Valley,55+ years,154
2023,June,Moorabool,00 - 17 years,72
2023,June,Moorabool,18 - 24 years,53
2023,June,Moorabool,25 - 34 years,116
2023,June,Moorabool,35 - 44 years,174
2023,June,Moorabool,45 - 54 years,73
2023,June,Moorabool,55+ years,50
2023,June,Mornington Peninsula,00 - 17 years,193
2023,June,Mornington Peninsula,18 - 24 years,180
2023,June,Mornington Peninsula,25 - 34 years,381
2023,June,Mornington Peninsula,35 - 44 years,549
2023,June,Mornington Peninsula,45 - 54 years,413
2023,June,Mornington Peninsula,55+ years,214
2023,June,Mount Alexander,00 - 17 years,14
2023,June,Mount Alexander,18 - 24 years,19
2023,June,Mount Alexander,25 - 34 years,62
2023,June,Mount Alexander,35 - 44 years,71
2023,June,Mount Alexander,45 - 54 years,38
2023,June,Mount Alexander,55+ years,27
2023,June,Moyne,00 - 17 years,14
2023,June,Moyne,18 - 24 years,31
2023,June,Moyne,25 - 34 years,39
2023,June,Moyne,35 - 44 years,44
2023,June,Moyne,45 - 54 years,25
2023,June,Moyne,55+ years,22
2023,June,Murrindindi,00 - 17 years,9
2023,June,Murrindindi,18 - 24 years,19
2023,June,Murrindindi,25 - 34 years,40
2023,June,Murrindindi,35 - 44 years,50
2023,June,Murrindindi,45 - 54 years,44
2023,June,Murrindindi,55+ years,24
2023,June,Nillumbik,00 - 17 years,37
2023,June,Nillumbik,18 - 24 years,50
2023,June,Nillumbik,25 - 34 years,79
2023,June,Nillumbik,35 - 44 years,112
2023,June,Nillumbik,45 - 54 years,86
2023,June,Nillumbik,55+ years,53
2023,June,Northern Grampians,00 - 17 years,23
2023,June,Northern Grampians,18 - 24 years,30
2023,June,Northern Grampians,25 - 34 years,71
2023,June,Northern Grampians,35 - 44 years,80
2023,June,Northern Grampians,45 - 54 years,55
2023,June,Northern Grampians,55+ years,36
2023,June,Port Phillip,00 - 17 years,36
2023,June,Port Phillip,18 - 24 years,147
2023,June,Port Phillip,25 - 34 years,384
2023,June,Port Phillip,35 - 44 years,467
2023,June,Port Phillip,45 - 54 years,254
2023,June,Port Phillip,55+ years,133
2023,June,Pyrenees,00 - 17 years,8
2023,June,Pyrenees,18 - 24 years,9
2023,June,Pyrenees,25 - 34 years,11
2023,June,Pyrenees,35 - 44 years,16
2023,June,Pyrenees,45 - 54 years,24
2023,June,Pyrenees,55+ years,30
2023,June,Queenscliffe,00 - 17 years,
2023,June,Queenscliffe,35 - 44 years,
2023,June,Queenscliffe,45 - 54 years,
2023,June,Queenscliffe,55+ years,
2023,June,South Gippsland,00 - 17 years,63
2023,June,South Gippsland,18 - 24 years,47
2023,June,South Gippsland,25 - 34 years,94
2023,June,South Gippsland,35 - 44 years,158
2023,June,South Gippsland,45 - 54 years,100
2023,June,South Gippsland,55+ years,43
2023,June,Southern Grampians,00 - 17 years,11
2023,June,Southern Grampians,18 - 24 years,54
2023,June,Southern Grampians,25 - 34 years,80
